postal_code,status,region_mm,region_en,township_mm,township_en,locality_mm,locality_en,inferred_locality_type,matched_township_id,matched_local_admin_area_id,name_evidence,match_method,duplicate_extra_source_rows,source_row_count_en,source_row_count_my,reason
0672001,missing_local_area,ရှမ်းပြည်နယ် (တောင်ပိုင်း),Shan State (South),ကျိုင်းတောင်း မြို့,Kengtawng Town,အမှတ် (၁) ရပ်ကွက်,No (1) Quarter,ward,,,township_unresolved,township_unresolved,0,1,1,Could not resolve approved CoreMap township from postal region/township names; local match skipped (township must resolve first)
0672002,missing_local_area,ရှမ်းပြည်နယ် (တောင်ပိုင်း),Shan State (South),ကျိုင်းတောင်း မြို့,Kengtawng Town,အမှတ် (၂) ရပ်ကွက်,No (2) Quarter,ward,,,township_unresolved,township_unresolved,0,1,1,Could not resolve approved CoreMap township from postal region/township names; local match skipped (township must resolve first)
0672003,missing_local_area,ရှမ်းပြည်နယ် (တောင်ပိုင်း),Shan State (South),ကျိုင်းတောင်း မြို့,Kengtawng Town,အမှတ် (၃) ရပ်ကွက်,No (3) Quarter,ward,,,township_unresolved,township_unresolved,0,1,1,Could not resolve approved CoreMap township from postal region/township names; local match skipped (township must resolve first)
0672004,missing_local_area,ရှမ်းပြည်နယ် (တောင်ပိုင်း),Shan State (South),ကျိုင်းတောင်း မြို့,Kengtawng Town,အမှတ် (၄) ရပ်ကွက်,No (4) Quarter,ward,,,township_unresolved,township_unresolved,0,1,1,Could not resolve approved CoreMap township from postal region/township names; local match skipped (township must resolve first)
0672005,missing_local_area,ရှမ်းပြည်နယ် (တောင်ပိုင်း),Shan State (South),ကျိုင်းတောင်း မြို့,Kengtawng Town,အမှတ် (၅) ရပ်ကွက်,No (5) Quarter,ward,,,township_unresolved,township_unresolved,0,1,1,Could not resolve approved CoreMap township from postal region/township names; local match skipped (township must resolve first)
0672006,missing_local_area,ရှမ်းပြည်နယ် (တောင်ပိုင်း),Shan State (South),ကျိုင်းတောင်း မြို့,Kengtawng Town,အမှတ် (၆) ရပ်ကွက်,No (6) Quarter,ward,,,township_unresolved,township_unresolved,0,1,1,Could not resolve approved CoreMap township from postal region/township names; local match skipped (township must resolve first)
0672007,missing_local_area,ရှမ်းပြည်နယ် (တောင်ပိုင်း),Shan State (South),ကျိုင်းတောင်း မြို့,Kengtawng Town,အမှတ် (၇) ရပ်ကွက်,No (7) Quarter,ward,,,township_unresolved,township_unresolved,0,1,1,Could not resolve approved CoreMap township from postal region/township names; local match skipped (township must resolve first)
0674001,missing_local_area,ရှမ်းပြည်နယ် (တောင်ပိုင်း),Shan State (South),ကာလိ မြို့,Kar Li Town,အမှတ် (၁) ရပ်ကွက်,No (1) Quarter,ward,,,township_unresolved,township_unresolved,0,1,1,Could not resolve approved CoreMap township from postal region/township names; local match skipped (township must resolve first)
0674002,missing_local_area,ရှမ်းပြည်နယ် (တောင်ပိုင်း),Shan State (South),ကာလိ မြို့,Kar Li Town,အမှတ် (၂) ရပ်ကွက်,No (2) Quarter,ward,,,township_unresolved,township_unresolved,0,1,1,Could not resolve approved CoreMap township from postal region/township names; local match skipped (township must resolve first)
0674003,missing_local_area,ရှမ်းပြည်နယ် (တောင်ပိုင်း),Shan State (South),ကာလိ မြို့,Kar Li Town,အမှတ် (၃) ရပ်ကွက်,No (3) Quarter,ward,,,township_unresolved,township_unresolved,0,1,1,Could not resolve approved CoreMap township from postal region/township names; local match skipped (township must resolve first)
0674004,missing_local_area,ရှမ်းပြည်နယ် (တောင်ပိုင်း),Shan State (South),ကာလိ မြို့,Kar Li Town,အမှတ် (၄) ရပ်ကွက်,No (4) Quarter,ward,,,township_unresolved,township_unresolved,0,1,1,Could not resolve approved CoreMap township from postal region/township names; local match skipped (township must resolve first)
0674005,missing_local_area,ရှမ်းပြည်နယ် (တောင်ပိုင်း),Shan State (South),ကာလိ မြို့,Kar Li Town,အမှတ် (၅) ရပ်ကွက်,No (5) Quarter,ward,,,township_unresolved,township_unresolved,0,1,1,Could not resolve approved CoreMap township from postal region/township names; local match skipped (township must resolve first)
0674006,missing_local_area,ရှမ်းပြည်နယ် (တောင်ပိုင်း),Shan State (South),ကာလိ မြို့,Kar Li Town,အမှတ် (၆) ရပ်ကွက်,No (6) Quarter,ward,,,township_unresolved,township_unresolved,0,1,1,Could not resolve approved CoreMap township from postal region/township names; local match skipped (township must resolve first)
0675001,missing_local_area,ရှမ်းပြည်နယ် (တောင်ပိုင်း),Shan State (South),နန်းပန် မြို့,Nang Pang Town,အမှတ်(၁) ရပ်ကွက်,No(1) Quarter,ward,,,township_unresolved,township_unresolved,0,1,1,Could not resolve approved CoreMap township from postal region/township names; local match skipped (township must resolve first)
0675002,missing_local_area,ရှမ်းပြည်နယ် (တောင်ပိုင်း),Shan State (South),နန်းပန် မြို့,Nang Pang Town,အမှတ်(၂) ရပ်ကွက်,No(2) Quarter,ward,,,township_unresolved,township_unresolved,0,1,1,Could not resolve approved CoreMap township from postal region/township names; local match skipped (township must resolve first)
0675003,missing_local_area,ရှမ်းပြည်နယ် (တောင်ပိုင်း),Shan State (South),နန်းပန် မြို့,Nang Pang Town,အမှတ်(၃) ရပ်ကွက်,No(3) Quarter,ward,,,township_unresolved,township_unresolved,0,1,1,Could not resolve approved CoreMap township from postal region/township names; local match skipped (township must resolve first)
0675004,missing_local_area,ရှမ်းပြည်နယ် (တောင်ပိုင်း),Shan State (South),နန်းပန် မြို့,Nang Pang Town,အမှတ်(၄) ရပ်ကွက်,No(4) Quarter,ward,,,township_unresolved,township_unresolved,0,1,1,Could not resolve approved CoreMap township from postal region/township names; local match skipped (township must resolve first)
0701005,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,စစ်တွေ မြို့နယ်,Sittwe Township,ရူပတောင် ရပ်ကွက်,Ru Pa (South) Quarter,ward,6993,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0701033,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,စစ်တွေ မြို့နယ်,Sittwe Township,အောင်မင်္ဂလာမြောက် ရပ်ကွက်,Aung Mingalar Myauk Quarter,ward,6993,,no_exact_or_fuzzy,missing_local,0,1,1,"Township 6993 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text"
0701200,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,စစ်တွေ မြို့နယ်,Sittwe Township,မောင်နီပြင် ကျေးရွာအုပ်စု,Maung Ni Pyin Village Tract,village_tract,6993,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0701201,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,စစ်တွေ မြို့နယ်,Sittwe Township,သင်းပုန်းတန်း ကျေးရွာအုပ်စု,Thin Pone Tan Village Tract,village_tract,6993,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0701202,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,စစ်တွေ မြို့နယ်,Sittwe Township,ချောင်းနွယ် ကျေးရွာအုပ်စု,Chaung Nwe Village Tract,village_tract,6993,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0701203,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,စစ်တွေ မြို့နယ်,Sittwe Township,ကျက်တောပြင် ကျေးရွာအုပ်စု,Kyet Taw Pyin Village Tract,village_tract,6993,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0701204,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,စစ်တွေ မြို့နယ်,Sittwe Township,အောင်ဒိုင် ကျေးရွာအုပ်စု,Aung Daing Village Tract,village_tract,6993,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0701205,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,စစ်တွေ မြို့နယ်,Sittwe Township,ဂန့်ဂေါ်ကျွန်း ကျေးရွာအုပ်စု,Gant Gaw Kyun Village Tract,village_tract,6993,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0701206,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,စစ်တွေ မြို့နယ်,Sittwe Township,ကျေးတော ကျေးရွာအုပ်စု,Kyay Taw Village Tract,village_tract,6993,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0701207,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,စစ်တွေ မြို့နယ်,Sittwe Township,ရွာသစ်ကေ ကျေးရွာအုပ်စု,Ywar Thit Kay Village Tract,village_tract,6993,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0701208,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,စစ်တွေ မြို့နယ်,Sittwe Township,နာရီကန် ကျေးရွာအုပ်စု,Nar Yi Kan Village Tract,village_tract,6993,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0701209,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,စစ်တွေ မြို့နယ်,Sittwe Township,ဆေးသမား ကျေးရွာအုပ်စု,Say Tha Mar Village Tract,village_tract,6993,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0701210,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,စစ်တွေ မြို့နယ်,Sittwe Township,ဇောပူဂျာ ကျေးရွာအုပ်စု,Zaw Pu Gyar Village Tract,village_tract,6993,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0701211,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,စစ်တွေ မြို့နယ်,Sittwe Township,ခတင်ပိုက် ကျေးရွာအုပ်စု,Kha Tin Paik Village Tract,village_tract,6993,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0701212,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,စစ်တွေ မြို့နယ်,Sittwe Township,ကြွီတဲ ကျေးရွာအုပ်စု,Kywi Te Village Tract,village_tract,6993,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0701213,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,စစ်တွေ မြို့နယ်,Sittwe Township,သိန်းတန် ကျေးရွာအုပ်စု,Thein Tan Village Tract,village_tract,6993,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0701214,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,စစ်တွေ မြို့နယ်,Sittwe Township,ကျားမသောက် ကျေးရွာအုပ်စု,Kyar Ma Thauk Village Tract,village_tract,6993,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0701215,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,စစ်တွေ မြို့နယ်,Sittwe Township,ညိုရောင်ချောင်း ကျေးရွာအုပ်စု,Nyo Yaung Chaung Village Tract,village_tract,6993,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0701216,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,စစ်တွေ မြို့နယ်,Sittwe Township,ချီလိုင်ဖင်း ကျေးရွာအုပ်စု,Chi Laing Hpin Village Tract,village_tract,6993,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0701217,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,စစ်တွေ မြို့နယ်,Sittwe Township,အမြင့်ကျွန်း ကျေးရွာအုပ်စု,Ah Myint Kyun Village Tract,village_tract,6993,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0701218,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,စစ်တွေ မြို့နယ်,Sittwe Township,ပါဒလိပ် ကျေးရွာအုပ်စု,Par Da Leik Village Tract,village_tract,6993,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0701219,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,စစ်တွေ မြို့နယ်,Sittwe Township,မြစ်နား ကျေးရွာအုပ်စု,Myit Nar Village Tract,village_tract,6993,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0701220,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,စစ်တွေ မြို့နယ်,Sittwe Township,င/တောက်တက် ကျေးရွာအုပ်စု,Nga/Tauk Tet Village Tract,village_tract,6993,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0701221,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,စစ်တွေ မြို့နယ်,Sittwe Township,တောကံ ကျေးရွာအုပ်စု,Taw Kan Village Tract,village_tract,6993,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0701222,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,စစ်တွေ မြို့နယ်,Sittwe Township,ဝါဘို ကျေးရွာအုပ်စု,War Bo Village Tract,village_tract,6993,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0701223,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,စစ်တွေ မြို့နယ်,Sittwe Township,ဥယျာဉ်သာ ကျေးရွာအုပ်စု,U Yin Thar Village Tract,village_tract,6993,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0701224,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,စစ်တွေ မြို့နယ်,Sittwe Township,ခေါင်းဒုက္ကာ ကျေးရွာအုပ်စု,Khaung Doke Kar Village Tract,village_tract,6993,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0701225,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,စစ်တွေ မြို့နယ်,Sittwe Township,သင်းဂနက် ကျေးရွာအုပ်စု,Thin Ga Net Village Tract,village_tract,6993,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0701226,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,စစ်တွေ မြို့နယ်,Sittwe Township,ဘုမေ ကျေးရွာအုပ်စု,Bu May Village Tract,village_tract,6993,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702007,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,ကညင်တန်း ရပ်ကွက်,Ka Nyin Tan Quarter,ward,6966,,no_exact_or_fuzzy,missing_local,0,1,1,"Township 6966 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text"
0702008,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,မောင်နီ ရပ်ကွက်,Maung Ni Quarter,ward,6966,,no_exact_or_fuzzy,missing_local,0,1,1,"Township 6966 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text"
0702009,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,မြို့သူကြီး ရပ်ကွက်,Myo Thu Gyi Quarter,ward,6966,,no_exact_or_fuzzy,missing_local,0,1,1,"Township 6966 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text"
0702010,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,ဝေသာလီ ရပ်ကွက်,Wai Thar Li Quarter,ward,6966,,no_exact_or_fuzzy,missing_local,0,1,1,"Township 6966 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text"
0702011,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,မြို့ဦး ရပ်ကွက်,Myo U Quarter,ward,6966,,no_exact_or_fuzzy,missing_local,0,1,1,"Township 6966 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text"
0702012,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,လက်သာ ရပ်ကွက်,Let Thar Quarter,ward,6966,,no_exact_or_fuzzy,missing_local,0,1,1,"Township 6966 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text"
0702200,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,အင်တူလာ ကျေးရွာအုပ်စု,In Tu Lar Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702201,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,တပ်ချောင်း ကျေးရွာအုပ်စု,Tat Chaung Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702202,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,ကာလာဒေးဖက် ကျေးရွာအုပ်စု,Kar Lar Day Hpet Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702203,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,ရဲအောင်စံရဖွေ ကျေးရွာအုပ်စု,Ye Aung San Ya Hpway Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702204,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,ကြောင်နဖေ ကျေးရွာအုပ်စု,Kyaung Na Hpay Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702205,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,အောင်ဇံ ကျေးရွာအုပ်စု,Aung Zan Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702206,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,လှိုင်သီ ကျေးရွာအုပ်စု,Hlaing Thi Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702207,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,ကျွန်းပေါက်ပြုစု ကျေးရွာအုပ်စု,Kyun Pauk Pyu Su Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702208,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,ငါးရန့်ချောင်း ကျေးရွာအုပ်စု,Nga Yant Chaung Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702209,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,သစ်တုံးနားခွဆုံ ကျေးရွာအုပ်စု,Thit Tone Nar Gwa Son Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702210,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,နန်းရာကိုင်း ကျေးရွာအုပ်စု,Nan Yar Kaing Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702211,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,တမန်းသား ကျေးရွာအုပ်စု,Ta Man Thar Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702212,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,သက်ကိုင်ညာ ကျေးရွာအုပ်စု,Thet Kaing Nyar Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702213,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,ရေနောက်ငါးသား ကျေးရွာအုပ်စု,Yae Nauk Ngar Thar Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702214,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,မြောချောင်း ကျေးရွာအုပ်စု,Myaw Chaung Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702215,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,မြိုမိချောင်း ကျေးရွာအုပ်စု,Myo Mi Chaung Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702216,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,စံကားပင်ရင်း ကျေးရွာအုပ်စု,San Kar Pin Yin Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702217,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,မင်းကြီး (တူလာတူလီ) ကျေးရွာအုပ်စု,Min Gyi (Tu Lar Tu Li) Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702218,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,နတ်ချောင်း ကျေးရွာအုပ်စု,N‌at Chaung Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702219,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,ကြိမ်ချောင်း ကျေးရွာအုပ်စု,Kyein Chaung Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702220,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,ပဒကားရွာသစ် ကျေးရွာအုပ်စု,Pa Da Kar Ywar Thit Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702221,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,ဝက်ကျိန်း ကျေးရွာအုပ်စု,Wet Kyein Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702222,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,ဒုံးပိုက် (အောင်ဆိပ်ပြင်) ကျေးရွာအုပ်စု,Done Paik (Aung Seik Pyin) Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702223,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,စပါယ်ကုံး ကျေးရွာအုပ်စု,Sa Bai Kone Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702224,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,လောင်းဒုံ ကျေးရွာအုပ်စု,Laung Don Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
