postal_code,region_mm,region_en,township_mm,township_en,locality_mm,locality_en,candidate_admin_ids,candidate_names,candidate_types,name_evidence,recommended_action,review_decision,selected_local_admin_area_id,review_note
0803201,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,ချောင်းကျိုး ကျေးရွာအုပ်စု,Chaung Kyoe Village Tract,,ချောင်းကျိုး [Chaung Kyoe/ချောင်းကျိုး],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803202,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,ဒလဆိပ် ကျေးရွာအုပ်စု,Da La Seik Village Tract,,ဒလဆိပ် [Da La Seik/ဒလဆိပ်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803203,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,အေး ကျေးရွာအုပ်စု,Aye Village Tract,,အေး [Aye/အေး],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803204,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,ဂွေးကုန်း (အရှေ့) ကျေးရွာအုပ်စု,Gway Kone (East) Village Tract,,ဂွေးကုန်း (အရှေ့) [Gway Kone (East)/ဂွေးကုန်း (အရှေ့)],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803205,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,ဂျို့ပင် ကျေးရွာအုပ်စု,Gyoet Pin Village Tract,,ဂျို့ပင် [Gyoet Pin/ဂျို့ပင်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803206,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,ဂျောင်းတာ ကျေးရွာအုပ်စု,Gyaung Tar Village Tract,,ဂျောင်းတာ [Gyaung Tar/ဂျောင်းတာ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803207,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,လှည်းဆိပ် ကျေးရွာအုပ်စု,Hle Seik Village Tract,,လှည်းဆိပ် [Hle Seik/လှည်းဆိပ်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803208,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,အင်းချောင် ကျေးရွာအုပ်စု,Inn Chaung Village Tract,,အင်းချောင် [Inn Chaung/အင်းချောင်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803209,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,အင်ကုန်း ကျေးရွာအုပ်စု,In Kone Village Tract,,အင်ကုန်း [In Kone/အင်ကုန်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803210,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,အင်းဝိုင်း ကျေးရွာအုပ်စု,Inn Waing Village Tract,,အင်းဝိုင်း [Inn Waing/အင်းဝိုင်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803211,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,ကလိန်ခင် ကျေးရွာအုပ်စု,Ka Lein Khin Village Tract,,ကလိန်ခင် [Ka Lein Khin/ကလိန်ခင်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803212,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,ကံကလေး ကျေးရွာအုပ်စု,Kan Ka Lay Village Tract,,ကံကလေး [Kan Ka Lay/ကံကလေး],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803213,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,ကုန်းအင်း ကျေးရွာအုပ်စု,Kone Inn Village Tract,,ကုန်းအင်း [Kone Inn/ကုန်းအင်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803214,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,ချောင်းရင်း ကျေးရွာအုပ်စု,Chaung Yin Village Tract,,ချောင်းရင်း [Chaung Yin/ချောင်းရင်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803215,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,ကွင်းဒလ ကျေးရွာအုပ်စု,Kwin Da La Village Tract,,ကွင်းဒလ [Kwin Da La/ကွင်းဒလ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803216,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,ကျဘန်း ကျေးရွာအုပ်စု,Kya Ban Village Tract,,ကျဘန်း [Kya Ban/ကျဘန်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803217,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,ကြံဘို ကျေးရွာအုပ်စု,Kyan Bo Village Tract,,ကြံဘို [Kyan Bo/ကြံဘို],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803218,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,ကြာအင်းကြီး ကျေးရွာအုပ်စု,Kyar Inn Gyi Village Tract,,ကြာအင်းကြီး [Kyar Inn Gyi/ကြာအင်းကြီး],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803219,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,မုက္ခမူ ကျေးရွာအုပ်စု,Moke Kha Mu Village Tract,,မုက္ခမူ [Moke Kha Mu/မုက္ခမူ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803220,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,မိုးခို ကျေးရွာအုပ်စု,Moe Kho Village Tract,,မိုးခို [Moe Kho/မိုးခို],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803221,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,ငှက်ပျောတော ကျေးရွာအုပ်စု,Hnget Pyaw Taw Village Tract,,ငှက်ပျောတော [Hnget Pyaw Taw/ငှက်ပျောတော],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803222,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,ညောင်ပင်ပေါက် ကျေးရွာအုပ်စု,Nyaung Pin Pauk Village Tract,,ညောင်ပင်ပေါက် [Nyaung Pin Pauk/ညောင်ပင်ပေါက်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803223,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,နဘဲပင် ကျေးရွာအုပ်စု,Na Be Pin Village Tract,,နဘဲပင် [Na Be Pin/နဘဲပင်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803224,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,ပိန်းဇလုပ် ကျေးရွာအုပ်စု,Pein Za Loke Village Tract,,,,no_exact_or_fuzzy,missing_or_non_inventory,,,"Township 5910 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text"
0803225,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,ဖိုးတုပ္ပုံ ကျေးရွာအုပ်စု,Hpoe Toke Pon Village Tract,,ဖိုးတုပ္ပုံ [Hpoe Toke Pon/ဖိုးတုပ္ပုံ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803226,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,ပျဉ်ရေကြီး ကျေးရွာအုပ်စု,Pyin Yae Gyi Village Tract,,ပျဉ်ရေကြီး [Pyin Yae Gyi/ပျဉ်ရေကြီး],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803227,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,စမ်းကလေး (အရှေ့) ကျေးရွာအုပ်စု,San Ka Lay (East) Village Tract,,စမ်းကလေး (အရှေ့) [San Ka Lay (East)/စမ်းကလေး (အရှေ့)],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803228,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,စမ်းကြီး ကျေးရွာအုပ်စု,San Gyi Village Tract,,စမ်းကြီး [San Gyi/စမ်းကြီး],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803229,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,ရှမ်း ကျေးရွာအုပ်စု,Shan Village Tract,,ရှမ်း [Shan/ရှမ်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803230,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,ဆွဲဒလွဲ ကျေးရွာအုပ်စု,Swea Da Lwe Village Tract,,ဆွှဲဒလွဲ [Swea Da Lwe/ဆွှဲဒလွဲ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803231,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,ထော်နွတ် ကျေးရွာအုပ်စု,Htaw Nut Village Tract,,ထော်နွတ် [Htaw Nut/ထော်နွတ်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803232,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,တော်ပသီ ကျေးရွာအုပ်စု,Taw Pa Thi Village Tract,,တော်ပသီ [Taw Pa Thi/တော်ပသီ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803233,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,တော်ဝိ ကျေးရွာအုပ်စု,Taw Wi Village Tract,,တော်ဝိ [Taw Wi/တော်ဝိ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803234,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,ထိန်တပင် ကျေးရွာအုပ်စု,Htein Ta Pin Village Tract,,ထိန်တပင် [Htein Ta Pin/ထိန်တပင်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803235,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,သောင်ကြီး ကျေးရွာအုပ်စု,Thaung Gyi Village Tract,,သောင်ကြီး [Thaung Gyi/သောင်ကြီး],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803236,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,ထင်းကုန်း ကျေးရွာအုပ်စု,Htin Kone Village Tract,,ထင်းကုန်း [Htin Kone/ထင်းကုန်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803237,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,သံတံတား ကျေးရွာအုပ်စု,Than Ta Dar Village Tract,,သံတံတား [Than Ta Dar/သံတံတား],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803238,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,ဝါးပတော ကျေးရွာအုပ်စု,War Pa Taw Village Tract,,ဝါးပတော [War Pa Taw/ဝါးပတော],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803239,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,ဝါးရုံကုန်း ကျေးရွာအုပ်စု,War Yon Kone Village Tract,,ဝါးရုံကုန်း [War Yon Kone/ဝါးရုံကုန်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803240,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,ဝင်္ဂဘော် ကျေးရွာအုပ်စု,Win Ga Baw Village Tract,,ဝင်္ဂဘော် [Win Ga Baw/ဝင်္ဂဘော်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803241,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,ဝဲဝန်း ကျေးရွာအုပ်စု,Wea Wun Village Tract,,ဝဲဝန်း [Wea Wun/ဝဲဝန်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803242,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,ရေဖြူကန် ကျေးရွာအုပ်စု,Yae Hpyu Kan Village Tract,,ရေဖြူကန် [Yae Hpyu Kan/ရေဖြူကန်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803243,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,ရေတွင်းကုန်း ကျေးရွာအုပ်စု,Yae Twin Kone Village Tract,,ရေတွင်းကုန်း [Yae Twin Kone/ရေတွင်းကုန်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803244,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,ရေဆုံး ကျေးရွာအုပ်စု,Yae Sone Village Tract,,ရေဆုံး [Yae Sone/ရေဆုံး],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803245,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,ရေကျော် ကျေးရွာအုပ်စု,Yae Kyaw Village Tract,,ရေကျော် [Yae Kyaw/ရေကျော်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803246,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,ရေပေါ်သောင် ကျေးရွာအုပ်စု,Yae Paw Thaung Village Tract,,ရေပေါ်သောင် [Yae Paw Thaung/ရေပေါ်သောင်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803247,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,ဇီးကုန်းကြီး ကျေးရွာအုပ်စု,Zee Kone Gyi Village Tract,,ဇီးကုန်းကြီး [Zee Kone Gyi/ဇီးကုန်းကြီး],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0803248,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ညောင်လေးပင် မြို့နယ်,Nyaunglebin Township,စည်ပင် ကျေးရွာအုပ်စု,Si Pin Village Tract,,စည်ပင် [Si Pin/စည်ပင်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0804001,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ကျောက်ကြီး မြို့နယ်,Kyaukkyi Township,ပဲခူး ရပ်ကွက်,Bago Quarter,,,,no_exact_or_fuzzy,missing_or_non_inventory,,,"Township 5941 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text"
0804002,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ကျောက်ကြီး မြို့နယ်,Kyaukkyi Township,ဆားတန်း ရပ်ကွက်,Sar Tan Quarter,,,,no_exact_or_fuzzy,missing_or_non_inventory,,,"Township 5941 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text"
0804003,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ကျောက်ကြီး မြို့နယ်,Kyaukkyi Township,ကပ်ကျေး ရပ်ကွက်,Kat Kyay Quarter,,,,no_exact_or_fuzzy,missing_or_non_inventory,,,"Township 5941 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text"
0804004,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ကျောက်ကြီး မြို့နယ်,Kyaukkyi Township,သိန်တန်း ရပ်ကွက်,Thein Tan Quarter,,,,no_exact_or_fuzzy,missing_or_non_inventory,,,"Township 5941 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text"
0804005,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ကျောက်ကြီး မြို့နယ်,Kyaukkyi Township,တောင်ငူတန်း ရပ်ကွက်,Taungoo Tan Quarter,,,,no_exact_or_fuzzy,missing_or_non_inventory,,,"Township 5941 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text"
0804006,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ကျောက်ကြီး မြို့နယ်,Kyaukkyi Township,မေတ္တာ ရပ်ကွက်,Myit Tar Quarter,,,,no_exact_or_fuzzy,missing_or_non_inventory,,,"Township 5941 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text"
0804007,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ကျောက်ကြီး မြို့နယ်,Kyaukkyi Township,လောင်ပုပ် ရပ်ကွက်,Laung Poke Quarter,,,,no_exact_or_fuzzy,missing_or_non_inventory,,,"Township 5941 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text"
0804200,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ကျောက်ကြီး မြို့နယ်,Kyaukkyi Township,မအူပင်ဆိပ် ကျေးရွာအုပ်စု,Ma Au Pin Seik Village Tract,,မအူပင်ဆိပ် [Ma Au Pin Seik/မအူပင်ဆိပ်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0804201,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ကျောက်ကြီး မြို့နယ်,Kyaukkyi Township,မိချောင်းဂေါင်း ကျေးရွာအုပ်စု,Mi Chaung Gaung Village Tract,,မိချောင်းဂေါင်း [Mi Chaung Gaung/မိချောင်းဂေါင်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0804202,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ကျောက်ကြီး မြို့နယ်,Kyaukkyi Township,ကျောက်ပုံလယ် ကျေးရွာအုပ်စု,Kyauk Pon Lel Village Tract,,ကျောက်ပုံလယ် [Kyauk Pon Lel/ကျောက်ပုံလယ်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0804203,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ကျောက်ကြီး မြို့နယ်,Kyaukkyi Township,တုံးကြီး ကျေးရွာအုပ်စု,Tone Gyi Village Tract,,တုံးကြီး [Tone Gyi/တုံးကြီး],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0804204,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ကျောက်ကြီး မြို့နယ်,Kyaukkyi Township,ကျောက်ပုံ(တောင်) ကျေးရွာအုပ်စု,Kyauk Pon (South) Village Tract,,ကျောက်ပုံ(တောင်) [Kyauk Pon (South)/ကျောက်ပုံ(တောင်)],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0804205,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ကျောက်ကြီး မြို့နယ်,Kyaukkyi Township,အင်းနက် ကျေးရွာအုပ်စု,Inn Net Village Tract,,အင်းနက် [Inn Net/အင်းနက်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0804206,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ကျောက်ကြီး မြို့နယ်,Kyaukkyi Township,ဂမုန်းအိုင် ကျေးရွာအုပ်စု,Ga Mone Aing Village Tract,,ဂမုန်းအိုင် [Ga Mone Aing/ဂမုန်းအိုင်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0804207,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Bago Region (East),ကျောက်ကြီး မြို့နယ်,Kyaukkyi Township,ပတ္တလား ကျေးရွာအုပ်စု,Pat Ta Lar Village Tract,,ပတ္တလား [Pat Ta Lar/ပတ္တလား],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
